County,State,FIPS Code,Vehicles / 5sqmi
Colonial Heights,VA,51,100 - 200
Sawyer,WI,55,2 - 5
Spotsylvania,VA,51,25 - 50
Amelia,VA,51,10 - 25
Macon,NC,37,10 - 25
Butts,GA,13,25 - 50
McMullen,TX,48,0 - 2
Cuming,NE,31,0 - 10
Fond du Lac,WI,55,10 - 25
Nemaha,NE,31,0 - 10
Henry,GA,13,10 - 100
Terrebonne,LA,22,0 - 10
Park,WY,56,2 - 5
Whiteside,IL,17,10 - 25
Adams,PA,42,25 - 50
Wood,WI,55,10 - 25
Navajo,AZ,4,2 - 5
Otter Tail,MN,27,0 - 10
Boone,AR,5,10 - 25
Presque Isle,MI,26,0 - 2
Cottle,TX,48,0 - 2
Tioga,PA,42,0 - 10
Washoe,NV,32,10 - 25
Swift,MN,27,2 - 5
Sullivan,MO,29,2 - 5
Worth,IA,19,0 - 10
Wayne,PA,42,10 - 25
Runnels,TX,48,2 - 5
Lucas,IA,19,0 - 10
Bartholomew,IN,18,25 - 50
Poinsett,AR,5,2 - 5
Lenawee,MI,26,10 - 25
Chesterfield,SC,45,0 - 10
Upton,TX,48,0 - 2
Hopkins,KY,21,10 - 25
Polk,WI,55,10 - 25
Washakie,WY,56,2 - 5
King and Queen,VA,51,2 - 5
Sterling,TX,48,0 - 2
Suffolk,NY,36,10 - 100
Floyd,VA,51,10 - 25
Midland,TX,48,10 - 100
Columbia,AR,5,0 - 10
Decatur,IA,19,0 - 10
Gallatin,MT,30,10 - 25
Thurston,NE,31,2 - 5
Butler,IA,19,0 - 10
DeKalb,AL,1,10 - 25
Hudspeth,TX,48,0 - 2
Wise,TX,48,25 - 50
Redwood,MN,27,2 - 5
Cortland,NY,36,0 - 10
Wheeler,GA,13,2 - 5
Edmonson,KY,21,0 - 10
Granville,NC,37,10 - 25
Stone,MO,29,10 - 25
Columbiana,OH,39,25 - 50
St. Martin,LA,22,10 - 25
Peach,GA,13,25 - 50
Louisa,VA,51,10 - 25
Webb,TX,48,0 - 10
Alleghany,NC,37,10 - 25
Jefferson,TN,47,25 - 50
McPherson,NE,31,0 - 2
Wagoner,OK,40,25 - 50
Jerauld,SD,46,2 - 5
Carbon,PA,42,10 - 25
Armstrong,TX,48,0 - 2
Rio Grande,CO,8,0 - 10
Conway,AR,5,0 - 10
Franklin,LA,22,0 - 10
St. Helena,LA,22,0 - 10
Camden,NJ,34,100 - 200
Gillespie,TX,48,10 - 25
Meade,KY,21,10 - 25
Summit,OH,39,10 - 100
Portage,OH,39,25 - 50
Union,SC,45,0 - 10
San Juan,UT,49,0 - 2
Brule,SD,46,2 - 5
Milwaukee,WI,55,25 - 50
Champaign,IL,17,10 - 25
Kane,IL,17,10 - 100
Henry,IA,19,0 - 10
Clay,MO,29,10 - 100
Glasscock,TX,48,0 - 2
Daviess,KY,21,10 - 25
Baca,CO,8,0 - 2
Summit,CO,8,10 - 25
Orleans,LA,22,25 - 50
Schuyler,IL,17,2 - 5
Meade,KS,20,0 - 2
Pierce,WA,53,10 - 100
Henry,AL,1,0 - 10
Jefferson,WV,54,25 - 50
Montgomery,AR,5,2 - 5
Harding,SD,46,0 - 2
Quitman,MS,28,0 - 2
LaSalle,LA,22,0 - 10
Kalamazoo,MI,26,25 - 50
Tippah,MS,28,0 - 10
Mason,WA,53,10 - 25
Lewis,WV,54,10 - 25
Crittenden,AR,5,0 - 10
Beaufort,NC,37,0 - 10
Menifee,KY,21,0 - 10
Kittson,MN,27,0 - 2
Custer,MT,30,0 - 2
Wells,ND,38,0 - 2
Plumas,CA,6,2 - 5
Ward,ND,38,10 - 25
Choctaw,MS,28,2 - 5
New Castle,DE,10,10 - 100
Person,NC,37,10 - 25
Jefferson,WA,53,2 - 5
St. Charles,MO,29,10 - 100
Berkeley,WV,54,10 - 100
Dade,GA,13,10 - 25
Chester,PA,42,10 - 100
Haralson,GA,13,10 - 25
Price,WI,55,2 - 5
Jasper,TX,48,10 - 25
Bonneville,ID,16,10 - 25
Beaver,PA,42,25 - 50
Seminole,OK,40,10 - 25
Johnson,KY,21,10 - 25
Bureau,IL,17,0 - 10
Ulster,NY,36,10 - 25
Randolph,AR,5,0 - 10
Victoria,TX,48,25 - 50
Logan,KY,21,10 - 25
Atkinson,GA,13,0 - 10
McNairy,TN,47,0 - 10
Owen,IN,18,10 - 25
Caldwell,TX,48,10 - 25
Barnes,ND,38,2 - 5
Perry,IN,18,0 - 10
Monroe,MS,28,0 - 10
Muskegon,MI,26,10 - 25
Greene,TN,47,10 - 25
Bay,MI,26,10 - 25
Bennett,SD,46,0 - 2
Sabine,LA,22,0 - 10
Alameda,CA,6,100 - 200
Lanier,GA,13,0 - 10
Barbour,AL,1,2 - 5
Northumberland,PA,42,25 - 50
Delaware,OK,40,10 - 25
Scott,MO,29,10 - 25
Menominee,WI,55,0 - 2
Douglas,CO,8,10 - 100
Marion,KY,21,10 - 25
Daggett,UT,49,0 - 2
Clark,WA,53,100 - 200
Saguache,CO,8,0 - 2
Sioux,IA,19,10 - 25
St. Clair,MO,29,2 - 5
Worcester,MD,24,10 - 25
Guernsey,OH,39,10 - 25
Roberts,SD,46,2 - 5
Taylor,KY,21,10 - 25
Houston,AL,1,10 - 25
Madison,TX,48,10 - 25
Randall,TX,48,25 - 50
Heard,GA,13,10 - 25
Hennepin,MN,27,100 - 200
Ohio,KY,21,0 - 10
Henderson,NC,37,25 - 50
Pickens,SC,45,25 - 50
Henderson,IL,17,2 - 5
Ray,MO,29,10 - 25
King,WA,53,10 - 100
Coal,OK,40,0 - 10
Martin,FL,12,25 - 50
McLean,IL,17,10 - 25
De Soto,LA,22,0 - 10
Putnam,IN,18,10 - 25
Seward,NE,31,10 - 25
Fayette,WV,54,0 - 10
Washtenaw,MI,26,25 - 50
Woodford,KY,21,25 - 50
Elmore,AL,1,10 - 25
Nance,NE,31,2 - 5
Avery,NC,37,10 - 25
Fulton,IL,17,0 - 10
Jefferson,IL,17,10 - 25
Tate,MS,28,10 - 25
Hamilton,OH,39,100 - 200
Pratt,KS,20,2 - 5
Gilchrist,FL,12,10 - 25
Fairbanks North Star,AK,2,0 - 10
Cheyenne,CO,8,0 - 2
Bucks,PA,42,100 - 200
Gem,ID,16,10 - 25
Monroe,AR,5,0 - 2
Pembina,ND,38,2 - 5
Beaver,OK,40,2 - 5
Washington,KY,21,10 - 25
Pearl River,MS,28,10 - 25
Brooks,GA,13,0 - 10
Evangeline,LA,22,10 - 25
Clark,AR,5,2 - 5
Franklin,VA,51,10 - 25
Franklin,VA,51,0 - 2
Sullivan,NY,36,10 - 25
Yavapai,AZ,4,0 - 10
Worth,MO,29,2 - 5
Guadalupe,TX,48,10 - 100
Kiowa,KS,20,0 - 2
Wilkinson,MS,28,2 - 5
Jones,MS,28,10 - 25
Conejos,CO,8,2 - 5
Sedgwick,CO,8,2 - 5
Ravalli,MT,30,10 - 25
Chattahoochee,GA,13,2 - 5
Latah,ID,16,10 - 25
Ben Hill,GA,13,0 - 10
Otero,CO,8,0 - 10
Jackson,GA,13,25 - 50
Leavenworth,KS,20,25 - 50
Uintah,UT,49,2 - 5
Hancock,KY,21,0 - 10
Albemarle,VA,51,10 - 25
Deuel,SD,46,2 - 5
Lewis,NY,36,2 - 5
Limestone,TX,48,0 - 10
Ida,IA,19,0 - 10
Yell,AR,5,2 - 5
Franklin,WA,53,10 - 25
Morrow,OR,41,2 - 5
Johnston,NC,37,25 - 50
Newton,TX,48,2 - 5
Galax,VA,51,100 - 200
Henry,IL,17,10 - 25
Beaufort,SC,45,10 - 25
Hancock,WV,54,25 - 50
Hutchinson,TX,48,0 - 10
Noxubee,MS,28,2 - 5
Rock Island,IL,17,25 - 50
Ripley,MO,29,0 - 10
Russell,VA,51,10 - 25
Comanche,OK,40,10 - 25
Queens,NY,36,200 - 300
Johnson,WY,56,0 - 2
Charlottesville,VA,51,300 - 400
Contra Costa,CA,6,100 - 200
Allen,KY,21,10 - 25
Kingfisher,OK,40,10 - 25
Jasper,MO,29,25 - 50
Rappahannock,VA,51,10 - 25
Lafayette,LA,22,100 - 200
Cibola,NM,35,0 - 2
Franklin,MA,25,10 - 25
Broward,FL,12,10 - 100
Pike,OH,39,10 - 25
Franklin,AR,5,0 - 10
Calaveras,CA,6,10 - 25
Dawson,TX,48,2 - 5
Monongalia,WV,54,25 - 50
Placer,CA,6,10 - 100
Gallatin,IL,17,2 - 5
Idaho,ID,16,0 - 2
Benzie,MI,26,2 - 5
Carroll,TN,47,0 - 10
Kent,TX,48,0 - 2
Churchill,NV,32,2 - 5
Kauai,HI,15,0 - 10
Sacramento,CA,6,100 - 200
Trego,KS,20,0 - 2
Golden Valley,ND,38,0 - 2
Sherman,KS,20,0 - 2
Parke,IN,18,0 - 10
St. Louis,MO,29,100 - 200
St. Louis,MO,29,10 - 25
Knox,MO,29,2 - 5
Baxter,AR,5,10 - 25
Garfield,WA,53,2 - 5
Merced,CA,6,10 - 25
Klickitat,WA,53,0 - 10
Kittitas,WA,53,0 - 10
Mitchell,GA,13,0 - 10
Colbert,AL,1,10 - 25
Guadalupe,NM,35,0 - 2
Potter,TX,48,10 - 25
Madison,AR,5,0 - 10
Cochran,TX,48,0 - 2
Stark,OH,39,10 - 100
Androscoggin,ME,23,10 - 25
Logan,NE,31,0 - 2
Curry,NM,35,0 - 10
Laurens,SC,45,10 - 25
Perry,PA,42,10 - 25
St. Francois,MO,29,25 - 50
Jefferson Davis,MS,28,2 - 5
Bowie,TX,48,10 - 25
Duchesne,UT,49,0 - 10
Holmes,FL,12,0 - 10
Dallam,TX,48,2 - 5
Wyoming,PA,42,10 - 25
Santa Fe,NM,35,10 - 25
King George,VA,51,25 - 50
Musselshell,MT,30,2 - 5
Douglas,IL,17,0 - 10
Hancock,IL,17,0 - 10
Divide,ND,38,0 - 2
Polk,MO,29,10 - 25
Thayer,NE,31,0 - 10
Schoharie,NY,36,10 - 25
Breckinridge,KY,21,0 - 10
Jennings,IN,18,10 - 25
Lander,NV,32,0 - 2
Van Buren,AR,5,0 - 10
Ingham,MI,26,25 - 50
Dawes,NE,31,2 - 5
Madison,MO,29,0 - 10
Clinton,PA,42,0 - 10
Valley,ID,16,0 - 2
Washington,KS,20,2 - 5
Daniels,MT,30,0 - 2
Franklin,GA,13,10 - 25
Echols,GA,13,0 - 2
Broome,NY,36,10 - 25
Knox,OH,39,10 - 25
Preston,WV,54,10 - 25
Fayette,TX,48,10 - 25
Kimball,NE,31,0 - 2
Hampshire,WV,54,0 - 10
Custer,SD,46,2 - 5
Coffee,TN,47,10 - 25
Fayette,IN,18,10 - 25
Platte,NE,31,10 - 25
Lafayette,MS,28,0 - 10
Huron,MI,26,2 - 5
Throckmorton,TX,48,0 - 2
Saratoga,NY,36,10 - 25
Cheyenne,KS,20,0 - 2
Brown,WI,55,25 - 50
Winnebago,IA,19,0 - 10
Jackson,KS,20,0 - 10
Chase,KS,20,0 - 2
Wilbarger,TX,48,2 - 5
Dawson,MT,30,2 - 5
Skagway,AK,2,0 - 2
Clay,TN,47,0 - 10
Orange,TX,48,10 - 100
Cross,AR,5,2 - 5
Pasquotank,NC,37,10 - 25
Lawrence,AL,1,10 - 25
Gibson,IN,18,10 - 25
Hanson,SD,46,0 - 10
Montague,TX,48,10 - 25
Adams,IN,18,10 - 25
Schuyler,NY,36,0 - 10
Jackson,SD,46,0 - 2
Jessamine,KY,21,25 - 50
Wheeler,OR,41,0 - 2
Sevier,UT,49,0 - 10
Jefferson,TX,48,25 - 50
Niobrara,WY,56,0 - 2
Clinton,NY,36,0 - 10
Pierce,ND,38,0 - 2
Henry,IN,18,10 - 25
Cleburne,AL,1,0 - 10
Crenshaw,AL,1,0 - 10
Quay,NM,35,0 - 2
Pittsylvania,VA,51,0 - 10
Chaffee,CO,8,0 - 10
Fayette,OH,39,10 - 25
Crockett,TX,48,0 - 2
Carroll,AR,5,10 - 25
McIntosh,GA,13,2 - 5
Plymouth,MA,25,25 - 50
Frederick,MD,24,10 - 100
Thomas,KS,20,2 - 5
Floyd,TX,48,0 - 2
Decatur,GA,13,0 - 10
Jones,GA,13,10 - 25
Harnett,NC,37,25 - 50
Eastland,TX,48,10 - 25
Greeley,KS,20,0 - 2
Yellowstone,MT,30,10 - 25
Steuben,IN,18,10 - 25
Henry,MO,29,0 - 10
Shawano,WI,55,0 - 10
Oregon,MO,29,2 - 5
DeKalb,TN,47,10 - 25
Tipton,IN,18,10 - 25
Letcher,KY,21,0 - 10
Anderson,TN,47,25 - 50
Owsley,KY,21,0 - 2
Rabun,GA,13,10 - 25
Walla Walla,WA,53,10 - 25
Marshall,SD,46,0 - 2
Campbell,WY,56,0 - 10
Logan,IL,17,0 - 10
Clark,MO,29,2 - 5
Sequatchie,TN,47,10 - 25
New Kent,VA,51,10 - 25
Crowley,CO,8,0 - 2
Nemaha,KS,20,0 - 10
Bernalillo,NM,35,10 - 100
Barnstable,MA,25,10 - 25
Reynolds,MO,29,2 - 5
Centre,PA,42,10 - 25
Murray,OK,40,10 - 25
Smith,TN,47,10 - 25
Morgan,WV,54,10 - 25
Hampshire,MA,25,25 - 50
Neosho,KS,20,0 - 10
Grand,CO,8,2 - 5
McHenry,ND,38,0 - 2
Taylor,WI,55,0 - 10
Bedford,TN,47,10 - 25
Montgomery,KY,21,10 - 25
Allamakee,IA,19,0 - 10
Ventura,CA,6,25 - 50
Johnson,GA,13,0 - 10
Wabasha,MN,27,0 - 10
Manassas Park,VA,51,400 - 800
Stanislaus,CA,6,10 - 100
Monroe,MI,26,25 - 50
Kaufman,TX,48,25 - 50
Union,OR,41,0 - 10
Wayne,IA,19,0 - 10
Haywood,TN,47,2 - 5
Val Verde,TX,48,2 - 5
Greene,VA,51,10 - 25
Stanton,KS,20,0 - 2
Lake and Peninsula,AK,2,0 - 2
Franklin,KY,21,25 - 50
Jackson,WI,55,0 - 10
Montgomery,NY,36,10 - 25
Walworth,SD,46,2 - 5
Hendricks,IN,18,25 - 50
Columbus,NC,37,0 - 10
Blaine,OK,40,0 - 10
Addison,VT,50,0 - 10
Marquette,MI,26,2 - 5
Gila,AZ,4,2 - 5
Clatsop,OR,41,10 - 25
Williamson,TX,48,10 - 100
Shiawassee,MI,26,10 - 25
Morrow,OH,39,10 - 25
Okmulgee,OK,40,10 - 25
Etowah,AL,1,25 - 50
Pulaski,GA,13,0 - 10
Howard,NE,31,0 - 10
Lamar,AL,1,2 - 5
Hardeman,TN,47,0 - 10
McIntosh,ND,38,0 - 2
Harlan,KY,21,2 - 5
Staunton,VA,51,100 - 200
Lawrence,PA,42,25 - 50
Mecosta,MI,26,10 - 25
Dallas,IA,19,10 - 25
Union,OH,39,10 - 25
Tippecanoe,IN,18,25 - 50
Eaton,MI,26,10 - 25
Forsyth,NC,37,10 - 100
Dunn,ND,38,0 - 2
Hamilton,TN,47,25 - 50
Bennington,VT,50,0 - 10
Richmond,GA,13,25 - 50
Mendocino,CA,6,0 - 10
Butler,NE,31,0 - 10
Knox,IL,17,0 - 10
Adams,OH,39,10 - 25
Rockcastle,KY,21,0 - 10
Mercer,ND,38,2 - 5
Putnam,WV,54,25 - 50
Washington,PA,42,25 - 50
Brazoria,TX,48,10 - 100
Kendall,TX,48,25 - 50
Phillips,KS,20,2 - 5
Clayton,IA,19,0 - 10
Davie,NC,37,25 - 50
Edwards,IL,17,0 - 10
Macon,TN,47,10 - 25
Columbia,PA,42,10 - 25
Monroe,WV,54,0 - 10
Jefferson,OR,41,0 - 10
Lunenburg,VA,51,2 - 5
Barber,KS,20,0 - 2
Douglas,KS,20,10 - 25
Lyon,NV,32,10 - 25
St. Mary,LA,22,0 - 10
Cumberland,NJ,34,10 - 25
Cambria,PA,42,10 - 25
Martin,MN,27,0 - 10
Petroleum,MT,30,0 - 2
LaMoure,ND,38,2 - 5
Guilford,NC,37,10 - 100
Anderson,KS,20,0 - 10
Pulaski,AR,5,25 - 50
Hitchcock,NE,31,2 - 5
Monroe,WI,55,10 - 25
Independence,AR,5,10 - 25
Lawrence,TN,47,10 - 25
De Witt,IL,17,0 - 10
Erie,OH,39,10 - 25
Carroll,IL,17,0 - 10
Broomfield,CO,8,200 - 300
Sanpete,UT,49,0 - 10
Rockdale,GA,13,10 - 100
Midland,MI,26,10 - 25
Linn,KS,20,0 - 10
Calhoun,GA,13,2 - 5
Shelby,OH,39,10 - 25
Macon,IL,17,10 - 25
Franklin,NC,37,10 - 25
Fulton,KY,21,2 - 5
Ramsey,ND,38,2 - 5
Coleman,TX,48,2 - 5
Kings,CA,6,10 - 25
Whitley,IN,18,10 - 25
Fremont,ID,16,2 - 5
Baldwin,GA,13,10 - 25
Tuscarawas,OH,39,10 - 25
Hampton,SC,45,2 - 5
Burke,GA,13,2 - 5
Iowa,IA,19,0 - 10
Emporia,VA,51,25 - 50
Warren,KY,21,25 - 50
Craig,VA,51,2 - 5
Shenandoah,VA,51,10 - 25
Steuben,NY,36,0 - 10
Evans,GA,13,0 - 10
Valdez-Cordova,AK,2,0 - 2
Floyd,IN,18,10 - 100
Leelanau,MI,26,0 - 2
Meagher,MT,30,0 - 2
Oconee,GA,13,25 - 50
Gaston,NC,37,10 - 100
Atlantic,NJ,34,25 - 50
Washington,RI,44,25 - 50
Washington,OK,40,10 - 25
St. Croix,WI,55,25 - 50
Washington,TN,47,25 - 50
Le Sueur,MN,27,10 - 25
Martin,NC,37,0 - 10
Charlotte,FL,12,25 - 50
Lee,MS,28,10 - 25
Hancock,ME,23,2 - 5
Howell,MO,29,10 - 25
Luna,NM,35,0 - 2
Parker,TX,48,10 - 100
Carbon,MT,30,0 - 10
York,ME,23,10 - 25
Emmet,IA,19,0 - 10
Winston,AL,1,0 - 10
Kearney,NE,31,0 - 10
Iron,MO,29,2 - 5
Ascension,LA,22,10 - 100
Stafford,VA,51,10 - 100
Lumpkin,GA,13,10 - 25
Oklahoma,OK,40,100 - 200
Logan,ND,38,0 - 2
Henderson,TN,47,0 - 10
Pulaski,IN,18,0 - 10
El Paso,TX,48,10 - 100
Jackson,OH,39,10 - 25
Greeley,NE,31,2 - 5
Fulton,IN,18,10 - 25
Green Lake,WI,55,10 - 25
Graham,NC,37,0 - 10
Morgan,MO,29,10 - 25
Marion,IN,18,100 - 200
Rockingham,NC,37,10 - 25
Island,WA,53,25 - 50
Blaine,NE,31,0 - 2
Van Buren,TN,47,2 - 5
Pulaski,IL,17,0 - 10
Monroe,IL,17,10 - 25
Muskingum,OH,39,10 - 25
Juneau,AK,2,0 - 2
Beadle,SD,46,2 - 5
Payette,ID,16,25 - 50
Nevada,AR,5,0 - 2
Marion,IL,17,10 - 25
Pueblo,CO,8,10 - 25
Emmons,ND,38,0 - 2
Dundy,NE,31,0 - 2
Loudon,TN,47,25 - 50
Bedford,VA,51,10 - 25
Irion,TX,48,0 - 2
Carroll,OH,39,10 - 25
Kanawha,WV,54,10 - 25
Garza,TX,48,0 - 2
Alfalfa,OK,40,2 - 5
Crawford,MI,26,2 - 5
Lafayette,FL,12,2 - 5
Riverside,CA,6,25 - 50
Jefferson,AL,1,25 - 50
Colfax,NM,35,0 - 2
Pierce,WI,55,10 - 25
Cabell,WV,54,25 - 50
Judith Basin,MT,30,0 - 2
Scotland,MO,29,2 - 5
Mills,IA,19,10 - 25
Union,KY,21,10 - 25
Park,CO,8,0 - 10
Clark,OH,39,25 - 50
Butler,OH,39,10 - 100
Miami-Dade,FL,12,10 - 100
Burnet,TX,48,10 - 25
Chisago,MN,27,25 - 50
Arlington,VA,51,200 - 300
Nassau,NY,36,100 - 200
Montgomery,NC,37,0 - 10
Eau Claire,WI,55,10 - 25
Boundary,ID,16,0 - 10
Clark,ID,16,0 - 2
Emmet,MI,26,0 - 10
Jackson,AL,1,0 - 10
Woodruff,AR,5,0 - 2
Tama,IA,19,0 - 10
Clay,IA,19,0 - 10
Ottawa,OH,39,10 - 25
Tulsa,OK,40,100 - 200
Tallapoosa,AL,1,0 - 10
Kent,MD,24,10 - 25
Johnson,MO,29,10 - 25
Sandoval,NM,35,0 - 10
Johnson,AR,5,0 - 10
Canyon,ID,16,100 - 200
Lynn,TX,48,2 - 5
Ozark,MO,29,2 - 5
Stanly,NC,37,25 - 50
Izard,AR,5,0 - 10
Crawford,WI,55,0 - 10
Elliott,KY,21,2 - 5
Ramsey,MN,27,100 - 200
Madison,KY,21,10 - 25
Grafton,NH,33,0 - 10
Foard,TX,48,0 - 2
Waukesha,WI,55,10 - 100
Columbia,FL,12,10 - 25
Washington,NE,31,10 - 25
Richland,IL,17,0 - 10
Whitman,WA,53,0 - 10
Essex,VT,50,0 - 2
Gregg,TX,48,100 - 200
Alexander,IL,17,2 - 5
Sioux,NE,31,0 - 2
Campbell,SD,46,0 - 2
Rush,IN,18,10 - 25
Nicholas,WV,54,0 - 10
Golden Valley,MT,30,0 - 2
Grant,KS,20,2 - 5
Montgomery,MS,28,2 - 5
Marion,AL,1,0 - 10
Dougherty,GA,13,10 - 25
Norfolk,MA,25,10 - 100
Madison,MT,30,2 - 5
Pend Oreille,WA,53,2 - 5
Sanilac,MI,26,0 - 10
Pontotoc,OK,40,10 - 25
Oktibbeha,MS,28,10 - 25
Sevier,TN,47,25 - 50
Houston,GA,13,25 - 50
Kingsbury,SD,46,2 - 5
Tripp,SD,46,0 - 2
Warren,MS,28,10 - 25
Buffalo,SD,46,0 - 2
Champaign,OH,39,10 - 25
Will,IL,17,10 - 100
Albany,WY,56,2 - 5
Cumberland,ME,23,10 - 25
Russell,KS,20,2 - 5
Pierce,NE,31,0 - 10
San Francisco,CA,6,100 - 200
Keya Paha,NE,31,0 - 2
Vanderburgh,IN,18,10 - 100
Jones,IA,19,0 - 10
Wabaunsee,KS,20,2 - 5
Calloway,KY,21,10 - 25
Willacy,TX,48,2 - 5
Ellis,TX,48,25 - 50
Mason,KY,21,10 - 25
Guthrie,IA,19,0 - 10
Cass,MI,26,10 - 25
Shannon,MO,29,0 - 2
Spencer,KY,21,25 - 50
Williams,ND,38,0 - 10
Moniteau,MO,29,10 - 25
Hughes,OK,40,0 - 10
Hubbard,MN,27,0 - 10
Gonzales,TX,48,0 - 10
Sherman,OR,41,2 - 5
Kusilvak,AK,2,0 - 2
Rolette,ND,38,2 - 5
Suffolk,VA,51,10 - 25
Caldwell,MO,29,0 - 10
Jones,NC,37,2 - 5
Defiance,OH,39,10 - 25
Kitsap,WA,53,10 - 100
Orange,IN,18,10 - 25
Jefferson,FL,12,0 - 10
Owen,KY,21,0 - 10
York,SC,45,25 - 50
Bryan,OK,40,10 - 25
McDonald,MO,29,10 - 25
McKinley,NM,35,0 - 2
Florence,WI,55,0 - 2
York,VA,51,25 - 50
Ware,GA,13,0 - 10
Hamilton,IL,17,0 - 10
Jefferson,MT,30,0 - 10
Charles City,VA,51,0 - 10
Macon,MO,29,0 - 10
Lincoln,ME,23,0 - 10
Todd,KY,21,0 - 10
Renville,ND,38,0 - 2
Daviess,MO,29,0 - 10
Coles,IL,17,10 - 25
Kodiak Island,AK,2,0 - 2
Caroline,MD,24,10 - 25
Carlton,MN,27,0 - 10
Scott,IN,18,10 - 25
Clear Creek,CO,8,10 - 25
Pike,AL,1,0 - 10
Tyler,TX,48,0 - 10
Suffolk,MA,25,100 - 200
Ashtabula,OH,39,0 - 10
Clay,AL,1,0 - 10
Wayne,NC,37,10 - 25
Warren,NY,36,0 - 10
Clallam,WA,53,0 - 10
Livingston,MI,26,25 - 50
Trumbull,OH,39,25 - 50
Monona,IA,19,2 - 5
Lawrence,OH,39,10 - 25
Columbia,NY,36,10 - 25
Hamlin,SD,46,0 - 10
Washington,NC,37,2 - 5
Butte,SD,46,2 - 5
St. Joseph,IN,18,25 - 50
Fulton,GA,13,10 - 100
Ashland,WI,55,0 - 2
Clinton,MI,26,10 - 25
Mason,WV,54,10 - 25
Iron,MI,26,0 - 2
Lewis,WA,53,10 - 25
Sitka,AK,2,0 - 2
Accomack,VA,51,2 - 5
Oneida,NY,36,10 - 25
Chickasaw,IA,19,0 - 10
Hockley,TX,48,0 - 10
Marshall,IN,18,10 - 25
Goshen,WY,56,2 - 5
Livingston,MO,29,0 - 10
Orange,NC,37,25 - 50
Fairfax,VA,51,100 - 200
Fairfax,VA,51,2 - 5
Linn,MO,29,0 - 10
Franklin,TX,48,0 - 10
St. Johns,FL,12,25 - 50
Benewah,ID,16,0 - 10
Pepin,WI,55,0 - 10
Dukes,MA,25,0 - 10
Transylvania,NC,37,10 - 25
Clay,MN,27,0 - 10
Halifax,VA,51,0 - 10
Clackamas,OR,41,10 - 100
Licking,OH,39,25 - 50
Ward,TX,48,0 - 10
Monroe,GA,13,10 - 25
Polk,NE,31,2 - 5
Kerr,TX,48,10 - 25
Washington,AL,1,2 - 5
Carteret,NC,37,0 - 10
Iroquois,IL,17,0 - 10
Garfield,NE,31,2 - 5
Pike,GA,13,25 - 50
Lamar,GA,13,10 - 25
Cocke,TN,47,10 - 25
Bullitt,KY,21,25 - 50
Box Butte,NE,31,0 - 10
Rutherford,NC,37,10 - 25
Harmon,OK,40,0 - 2
Hood River,OR,41,10 - 25
Howard,IN,18,25 - 50
Hillsdale,MI,26,10 - 25
Chickasaw,MS,28,0 - 10
Grant,NM,35,2 - 5
Lake,CO,8,0 - 10
Oconee,SC,45,10 - 25
New Haven,CT,9,10 - 100
San Joaquin,CA,6,10 - 100
Sherburne,MN,27,25 - 50
Grant,SD,46,0 - 10
Buffalo,WI,55,0 - 10
Sampson,NC,37,0 - 10
Clay,WV,54,2 - 5
Dickenson,VA,51,0 - 10
Kewaunee,WI,55,2 - 5
Barron,WI,55,10 - 25
Page,VA,51,10 - 25
Callahan,TX,48,0 - 10
Llano,TX,48,0 - 10
Jackson,MI,26,25 - 50
Larue,KY,21,10 - 25
Madison,FL,12,0 - 10
Teton,WY,56,2 - 5
Venango,PA,42,10 - 25
Dallas,AR,5,0 - 2
Screven,GA,13,2 - 5
McLeod,MN,27,10 - 25
Grant,NE,31,0 - 2
Cameron,PA,42,0 - 2
Gallia,OH,39,10 - 25
Martin,TX,48,0 - 2
Sullivan,TN,47,25 - 50
Wadena,MN,27,0 - 10
Lonoke,AR,5,10 - 25
Lincoln,WY,56,2 - 5
Providence,RI,44,10 - 100
Switzerland,IN,18,10 - 25
Craig,OK,40,0 - 10
Shoshone,ID,16,0 - 2
Minidoka,ID,16,10 - 25
Morgan,UT,49,10 - 25
Carroll,MD,24,10 - 100
Martin,KY,21,0 - 10
Ralls,MO,29,0 - 10
Hamilton,IN,18,10 - 100
Brevard,FL,12,25 - 50
Monroe,NY,36,10 - 25
Forrest,MS,28,10 - 25
Madison,GA,13,25 - 50
Sullivan,IN,18,0 - 10
Greene,AR,5,10 - 25
Hall,NE,31,10 - 25
Saline,NE,31,0 - 10
Atascosa,TX,48,10 - 25
Johnson,NE,31,0 - 10
Osborne,KS,20,0 - 2
Prince William,VA,51,100 - 200
Outagamie,WI,55,25 - 50
Clay,FL,12,25 - 50
Culberson,TX,48,0 - 2
Lake,IL,17,25 - 50
Webster,NE,31,0 - 2
Bamberg,SC,45,2 - 5
Chaves,NM,35,2 - 5
Morris,TX,48,10 - 25
Muskogee,OK,40,10 - 25
Calcasieu,LA,22,25 - 50
Belmont,OH,39,10 - 25
Petersburg,VA,51,25 - 50
Denver,CO,8,300 - 400
Grant,IN,18,10 - 25
Richland,WI,55,10 - 25
Bremer,IA,19,10 - 25
Vilas,WI,55,0 - 10
McCook,SD,46,0 - 10
Upshur,TX,48,10 - 25
Elkhart,IN,18,10 - 100
Fayette,AL,1,0 - 10
Briscoe,TX,48,0 - 2
Steele,MN,27,10 - 25
Boyd,KY,21,25 - 50
Story,IA,19,10 - 25
Stephens,TX,48,2 - 5
Scurry,TX,48,0 - 10
Monmouth,NJ,34,10 - 100
